LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN
database#soccer_1#Match.csv,home_player_2,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_3,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_4,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_5,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_6,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_7,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_8,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_9,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_10,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,home_player_11,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_1,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_2,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_3,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_4,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_5,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_6,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_7,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_8,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_9,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_10,database#soccer_1#Player.csv,player_api_id
database#soccer_1#Match.csv,away_player_11,database#soccer_1#Player.csv,player_api_id
database#soccer_1#League.csv,country_id,database#soccer_1#Country.csv,id
database#soccer_1#Team_Attributes.csv,team_fifa_api_id,database#soccer_1#Team.csv,team_fifa_api_id
database#soccer_1#Team_Attributes.csv,team_api_id,database#soccer_1#Team.csv,team_api_id
database#soccer_2#Tryout.csv,pID,database#soccer_2#Player.csv,pID
database#soccer_2#Tryout.csv,cName,database#soccer_2#College.csv,cName
database#solvency_ii#Events.csv,Location_ID,database#solvency_ii#Locations.csv,Location_ID
database#solvency_ii#Events.csv,Address_ID,database#solvency_ii#Addresses.csv,Address_ID
database#solvency_ii#Events.csv,Finance_ID,database#solvency_ii#Finances.csv,Finance_ID
database#solvency_ii#Products_in_Events.csv,Event_ID,database#solvency_ii#Events.csv,Event_ID
database#solvency_ii#Products_in_Events.csv,Product_ID,database#solvency_ii#Products.csv,Product_ID
database#solvency_ii#Parties_in_Events.csv,Party_ID,database#solvency_ii#Parties.csv,Party_ID
database#solvency_ii#Parties_in_Events.csv,Event_ID,database#solvency_ii#Events.csv,Event_ID
database#solvency_ii#Agreements.csv,Event_ID,database#solvency_ii#Events.csv,Event_ID
database#solvency_ii#Assets_in_Events.csv,Event_ID,database#solvency_ii#Events.csv,Event_ID
database#solvency_ii#Assets_in_Events.csv,Event_ID,database#solvency_ii#Events.csv,Event_ID
database#sports_competition#club_rank.csv,Club_ID,database#sports_competition#club.csv,Club_ID
database#sports_competition#player.csv,Club_ID,database#sports_competition#club.csv,Club_ID
database#sports_competition#competition_result.csv,Club_ID_1,database#sports_competition#club.csv,Club_ID
database#sports_competition#competition_result.csv,Club_ID_2,database#sports_competition#club.csv,Club_ID
database#sports_competition#competition_result.csv,Competition_ID,database#sports_competition#competition.csv,Competition_ID
database#station_weather#route.csv,train_id,database#station_weather#train.csv,id
database#station_weather#route.csv,station_id,database#station_weather#station.csv,id
database#station_weather#weekly_weather.csv,station_id,database#station_weather#station.csv,id
database#store_1#albums.csv,artist_id,database#store_1#artists.csv,id
database#store_1#employees.csv,reports_to,database#store_1#employees.csv,id
database#store_1#customers.csv,support_rep_id,database#store_1#employees.csv,id
database#store_1#invoices.csv,customer_id,database#store_1#customers.csv,id
database#store_1#tracks.csv,album_id,database#store_1#albums.csv,id
database#store_1#tracks.csv,genre_id,database#store_1#genres.csv,id
database#store_1#tracks.csv,media_type_id,database#store_1#media_types.csv,id
database#store_1#invoice_lines.csv,invoice_id,database#store_1#invoices.csv,id
database#store_1#invoice_lines.csv,track_id,database#store_1#tracks.csv,id
database#store_1#playlist_tracks.csv,playlist_id,database#store_1#playlists.csv,id
database#store_1#playlist_tracks.csv,track_id,database#store_1#tracks.csv,id
database#store_product#store_product.csv,Store_ID,database#store_product#store.csv,Store_ID
database#store_product#store_product.csv,Product_ID,database#store_product#product.csv,Product_ID
database#store_product#store_district.csv,Store_ID,database#store_product#store.csv,Store_ID
database#store_product#store_district.csv,District_ID,database#store_product#district.csv,District_ID
database#storm_record#affected_region.csv,Region_id,database#storm_record#region.csv,Region_id
database#storm_record#affected_region.csv,Storm_ID,database#storm_record#storm.csv,Storm_ID
database#student_assessment#Students.csv,student_id,database#student_assessment#People.csv,person_id
database#student_assessment#People_Addresses.csv,person_id,database#student_assessment#People.csv,person_id
database#student_assessment#People_Addresses.csv,address_id,database#student_assessment#Addresses.csv,address_id
database#student_assessment#Student_Course_Registrations.csv,student_id,database#student_assessment#Students.csv,student_id
database#student_assessment#Student_Course_Registrations.csv,course_id,database#student_assessment#Courses.csv,course_id
database#student_assessment#Candidates.csv,candidate_id,database#student_assessment#People.csv,person_id
database#student_assessment#Candidate_Assessments.csv,candidate_id,database#student_assessment#Candidates.csv,candidate_id
database#student_transcripts_tracking#Degree_Programs.csv,department_id,database#student_transcripts_tracking#Departments.csv,department_id
database#student_transcripts_tracking#Sections.csv,course_id,database#student_transcripts_tracking#Courses.csv,course_id
database#student_transcripts_tracking#Students.csv,current_address_id,database#student_transcripts_tracking#Addresses.csv,address_id
database#student_transcripts_tracking#Students.csv,permanent_address_id,database#student_transcripts_tracking#Addresses.csv,address_id
database#student_transcripts_tracking#Student_Enrolment.csv,degree_program_id,database#student_transcripts_tracking#Degree_Programs.csv,degree_program_id
database#student_transcripts_tracking#Student_Enrolment.csv,semester_id,database#student_transcripts_tracking#Semesters.csv,semester_id
database#student_transcripts_tracking#Student_Enrolment.csv,student_id,database#student_transcripts_tracking#Students.csv,student_id
database#student_transcripts_tracking#Student_Enrolment_Courses.csv,course_id,database#student_transcripts_tracking#Courses.csv,course_id
database#student_transcripts_tracking#Student_Enrolment_Courses.csv,student_enrolment_id,database#student_transcripts_tracking#Student_Enrolment.csv,student_enrolment_id
database#student_transcripts_tracking#Transcript_Contents.csv,student_course_id,database#student_transcripts_tracking#Student_Enrolment_Courses.csv,student_course_id
database#student_transcripts_tracking#Transcript_Contents.csv,transcript_id,database#student_transcripts_tracking#Transcripts.csv,transcript_id
database#swimming#event.csv,Stadium_ID,database#swimming#stadium.csv,ID
database#swimming#record.csv,Event_ID,database#swimming#event.csv,ID
database#swimming#record.csv,Swimmer_ID,database#swimming#swimmer.csv,ID
database#theme_gallery#exhibition.csv,Artist_ID,database#theme_gallery#artist.csv,Artist_ID
database#theme_gallery#exhibition_record.csv,Exhibition_ID,database#theme_gallery#exhibition.csv,Exhibition_ID
database#tracking_grants_for_research#Documents.csv,document_type_code,database#tracking_grants_for_research#Document_Types.csv,document_type_code
database#tracking_grants_for_research#Documents.csv,grant_id,database#tracking_grants_for_research#Grants.csv,grant_id
database#tracking_grants_for_research#Grants.csv,organisation_id,database#tracking_grants_for_research#Organisations.csv,organisation_id
database#tracking_grants_for_research#Organisations.csv,organisation_type,database#tracking_grants_for_research#Organisation_Types.csv,organisation_type
database#tracking_grants_for_research#Project_Outcomes.csv,project_id,database#tracking_grants_for_research#Projects.csv,project_id
database#tracking_grants_for_research#Project_Staff.csv,project_id,database#tracking_grants_for_research#Projects.csv,project_id
database#tracking_grants_for_research#Projects.csv,organisation_id,database#tracking_grants_for_research#Organisations.csv,organisation_id
database#tracking_grants_for_research#Research_Staff.csv,employer_organisation_id,database#tracking_grants_for_research#Organisations.csv,organisation_id
database#tracking_grants_for_research#Tasks.csv,project_id,database#tracking_grants_for_research#Projects.csv,project_id
database#tracking_orders#Orders.csv,customer_id,database#tracking_orders#Customers.csv,customer_id
database#tracking_orders#Order_Items.csv,order_id,database#tracking_orders#Orders.csv,order_id
database#tracking_orders#Order_Items.csv,product_id,database#tracking_orders#Products.csv,product_id
database#tracking_orders#Shipments.csv,order_id,database#tracking_orders#Orders.csv,order_id
database#tracking_orders#Shipments.csv,invoice_number,database#tracking_orders#Invoices.csv,invoice_number
database#tracking_orders#Shipment_Items.csv,order_item_id,database#tracking_orders#Order_Items.csv,order_item_id
database#tracking_orders#Shipment_Items.csv,shipment_id,database#tracking_orders#Shipments.csv,shipment_id
database#tracking_share_transactions#Lots.csv,investor_id,database#tracking_share_transactions#Investors.csv,investor_id
database#tracking_share_transactions#Transactions.csv,investor_id,database#tracking_share_transactions#Investors.csv,investor_id
database#tracking_share_transactions#Sales.csv,sales_transaction_id,database#tracking_share_transactions#Transactions.csv,transaction_id
database#tracking_share_transactions#Purchases.csv,purchase_transaction_id,database#tracking_share_transactions#Transactions.csv,transaction_id
database#tracking_share_transactions#Transactions_Lots.csv,lot_id,database#tracking_share_transactions#Lots.csv,lot_id
database#tracking_share_transactions#Transactions_Lots.csv,transaction_id,database#tracking_share_transactions#Transactions.csv,transaction_id
database#tracking_software_problems#Problem_Log.csv,problem_category_code,database#tracking_software_problems#Problem_Category_Codes.csv,problem_category_code
database#tracking_software_problems#Problems.csv,closure_authorised_by_staff_id,database#tracking_software_problems#Staff.csv,staff_id
database#tracking_software_problems#Problems.csv,product_id,database#tracking_software_problems#Product.csv,product_id
database#tracking_software_problems#Problems.csv,reported_by_staff_id,database#tracking_software_problems#Staff.csv,staff_id
database#train_station#train_station.csv,Train_ID,database#train_station#train.csv,Train_ID
database#train_station#train_station.csv,Station_ID,database#train_station#station.csv,Station_ID
database#tvshow#TV_series.csv,Channel,database#tvshow#TV_Channel.csv,id
database#tvshow#Cartoon.csv,Channel,database#tvshow#TV_Channel.csv,id
database#university_basketball#basketball_match.csv,School_ID,database#university_basketball#university.csv,School_ID
database#voter_2#Voting_record.csv,StuID,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,President_Vote,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,Vice_President_Vote,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,Secretary_Vote,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,Treasurer_Vote,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,Class_President_Vote,database#voter_2#Student.csv,StuID
database#voter_2#Voting_record.csv,Class_Senator_Vote,database#voter_2#Student.csv,StuID
database#wedding#wedding.csv,Church_ID,database#wedding#church.csv,Church_ID
database#wedding#wedding.csv,Male_ID,database#wedding#people.csv,People_ID
database#wedding#wedding.csv,Female_ID,database#wedding#people.csv,People_ID
database#wine_1#wine.csv,Grape,database#wine_1#grapes.csv,Grape
database#wine_1#wine.csv,Appelation,database#wine_1#appellations.csv,Appelation
database#workshop_paper#Acceptance.csv,Submission_ID,database#workshop_paper#submission.csv,Submission_ID
database#workshop_paper#Acceptance.csv,Workshop_ID,database#workshop_paper#workshop.csv,Workshop_ID
database#wrestler#Elimination.csv,Wrestler_ID,database#wrestler#wrestler.csv,Wrestler_ID
database#wta_1#matches.csv,loser_id,database#wta_1#players.csv,player_id
database#wta_1#matches.csv,winner_id,database#wta_1#players.csv,player_id
database#wta_1#qualifying_matches.csv,loser_id,database#wta_1#players.csv,player_id
database#wta_1#qualifying_matches.csv,winner_id,database#wta_1#players.csv,player_id
database#wta_1#rankings.csv,player_id,database#wta_1#players.csv,player_id
database#yelp#category.csv,business_id,database#yelp#business.csv,business_id
database#yelp#checkin.csv,business_id,database#yelp#business.csv,business_id
database#yelp#neighbourhood.csv,business_id,database#yelp#business.csv,business_id
database#yelp#review.csv,business_id,database#yelp#business.csv,business_id
database#yelp#review.csv,user_id,database#yelp#user.csv,user_id
database#yelp#tip.csv,business_id,database#yelp#business.csv,business_id
database#yelp#tip.csv,user_id,database#yelp#user.csv,user_id
test_database#aan_1#Author_list.csv,paper_id,test_database#aan_1#Paper.csv,paper_id
test_database#aan_1#Author_list.csv,author_id,test_database#aan_1#Author.csv,author_id
test_database#aan_1#Author_list.csv,affiliation_id,test_database#aan_1#Affiliation.csv,affiliation_id
test_database#aan_1#Citation.csv,paper_id,test_database#aan_1#Paper.csv,paper_id
test_database#aan_1#Citation.csv,cited_paper_id,test_database#aan_1#Paper.csv,paper_id
test_database#academic#domain_author.csv,aid,test_database#academic#author.csv,aid
test_database#academic#domain_author.csv,did,test_database#academic#domain.csv,did
test_database#academic#domain_conference.csv,cid,test_database#academic#conference.csv,cid
test_database#academic#domain_conference.csv,did,test_database#academic#domain.csv,did
test_database#academic#domain_journal.csv,jid,test_database#academic#journal.csv,jid
test_database#academic#domain_journal.csv,did,test_database#academic#domain.csv,did
test_database#academic#domain_keyword.csv,kid,test_database#academic#keyword.csv,kid
test_database#academic#domain_keyword.csv,did,test_database#academic#domain.csv,did
test_database#academic#publication.csv,jid,test_database#academic#journal.csv,jid
test_database#academic#publication.csv,cid,test_database#academic#conference.csv,cid
test_database#academic#domain_publication.csv,pid,test_database#academic#publication.csv,pid
test_database#academic#domain_publication.csv,did,test_database#academic#domain.csv,did
test_database#academic#publication_keyword.csv,pid,test_database#academic#publication.csv,pid
test_database#academic#publication_keyword.csv,kid,test_database#academic#keyword.csv,kid
test_database#academic#writes.csv,pid,test_database#academic#publication.csv,pid
test_database#academic#writes.csv,aid,test_database#academic#author.csv,aid
test_database#academic#cite.csv,cited,test_database#academic#publication.csv,pid
test_database#academic#cite.csv,citing,test_database#academic#publication.csv,pid
test_database#activity_1#Participates_in.csv,stuid,test_database#activity_1#Student.csv,StuID
test_database#activity_1#Participates_in.csv,actid,test_database#activity_1#Activity.csv,actid
test_database#activity_1#Faculty_Participates_in.csv,FacID,test_database#activity_1#Faculty.csv,FacID
test_database#activity_1#Faculty_Participates_in.csv,actid,test_database#activity_1#Activity.csv,actid
test_database#address_1#Student.csv,city_code,test_database#address_1#City.csv,city_code
test_database#address_1#Direct_distance.csv,city1_code,test_database#address_1#City.csv,city_code
test_database#address_1#Direct_distance.csv,city2_code,test_database#address_1#City.csv,city_code
test_database#advertising_agencies#Clients.csv,agency_id,test_database#advertising_agencies#Agencies.csv,agency_id
test_database#advertising_agencies#Invoices.csv,client_id,test_database#advertising_agencies#Clients.csv,client_id
test_database#advertising_agencies#Meetings.csv,client_id,test_database#advertising_agencies#Clients.csv,client_id
test_database#advertising_agencies#Payments.csv,invoice_id,test_database#advertising_agencies#Invoices.csv,invoice_id
test_database#advertising_agencies#Staff_in_Meetings.csv,meeting_id,test_database#advertising_agencies#Meetings.csv,meeting_id
test_database#advertising_agencies#Staff_in_Meetings.csv,staff_id,test_database#advertising_agencies#Staff.csv,staff_id
test_database#aircraft#match.csv,Winning_Aircraft,test_database#aircraft#aircraft.csv,Aircraft_ID
test_database#aircraft#match.csv,Winning_Pilot,test_database#aircraft#pilot.csv,Pilot_Id
test_database#aircraft#airport_aircraft.csv,Airport_ID,test_database#aircraft#airport.csv,Airport_ID
test_database#aircraft#airport_aircraft.csv,Aircraft_ID,test_database#aircraft#aircraft.csv,Aircraft_ID
test_database#allergy_1#Has_Allergy.csv,StuID,test_database#allergy_1#Student.csv,StuID
test_database#allergy_1#Has_Allergy.csv,Allergy,test_database#allergy_1#Allergy_Type.csv,Allergy
test_database#apartment_rentals#Apartments.csv,building_id,test_database#apartment_rentals#Apartment_Buildings.csv,building_id
test_database#apartment_rentals#Apartment_Facilities.csv,apt_id,test_database#apartment_rentals#Apartments.csv,apt_id
test_database#apartment_rentals#Apartment_Bookings.csv,apt_id,test_database#apartment_rentals#Apartments.csv,apt_id
test_database#apartment_rentals#Apartment_Bookings.csv,guest_id,test_database#apartment_rentals#Guests.csv,guest_id
test_database#apartment_rentals#View_Unit_Status.csv,apt_id,test_database#apartment_rentals#Apartments.csv,apt_id
test_database#apartment_rentals#View_Unit_Status.csv,apt_booking_id,test_database#apartment_rentals#Apartment_Bookings.csv,apt_booking_id
test_database#architecture#bridge.csv,architect_id,test_database#architecture#architect.csv,id
test_database#architecture#mill.csv,architect_id,test_database#architecture#architect.csv,id
test_database#assets_maintenance#Maintenance_Contracts.csv,maintenance_contract_company_id,test_database#assets_maintenance#Third_Party_Companies.csv,company_id
test_database#assets_maintenance#Assets.csv,supplier_company_id,test_database#assets_maintenance#Third_Party_Companies.csv,company_id
test_database#assets_maintenance#Asset_Parts.csv,part_id,test_database#assets_maintenance#Parts.csv,part_id
test_database#assets_maintenance#Asset_Parts.csv,asset_id,test_database#assets_maintenance#Assets.csv,asset_id
test_database#assets_maintenance#Maintenance_Engineers.csv,company_id,test_database#assets_maintenance#Third_Party_Companies.csv,company_id
test_database#assets_maintenance#Engineer_Skills.csv,engineer_id,test_database#assets_maintenance#Maintenance_Engineers.csv,engineer_id
test_database#assets_maintenance#Engineer_Skills.csv,skill_id,test_database#assets_maintenance#Skills.csv,skill_id
test_database#assets_maintenance#Fault_Log.csv,asset_id,test_database#assets_maintenance#Assets.csv,asset_id
test_database#assets_maintenance#Fault_Log.csv,recorded_by_staff_id,test_database#assets_maintenance#Staff.csv,staff_id
test_database#assets_maintenance#Engineer_Visits.csv,fault_log_entry_id,test_database#assets_maintenance#Fault_Log.csv,fault_log_entry_id
test_database#assets_maintenance#Engineer_Visits.csv,engineer_id,test_database#assets_maintenance#Maintenance_Engineers.csv,engineer_id
test_database#assets_maintenance#Engineer_Visits.csv,contact_staff_id,test_database#assets_maintenance#Staff.csv,staff_id
test_database#assets_maintenance#Part_Faults.csv,part_id,test_database#assets_maintenance#Parts.csv,part_id
test_database#assets_maintenance#Fault_Log_Parts.csv,part_fault_id,test_database#assets_maintenance#Part_Faults.csv,part_fault_id
test_database#assets_maintenance#Fault_Log_Parts.csv,fault_log_entry_id,test_database#assets_maintenance#Fault_Log.csv,fault_log_entry_id
test_database#assets_maintenance#Skills_Required_To_Fix.csv,part_fault_id,test_database#assets_maintenance#Part_Faults.csv,part_fault_id
test_database#assets_maintenance#Skills_Required_To_Fix.csv,skill_id,test_database#assets_maintenance#Skills.csv,skill_id
test_database#bakery_1#items.csv,Item,test_database#bakery_1#goods.csv,Id
test_database#bakery_1#items.csv,Receipt,test_database#bakery_1#receipts.csv,ReceiptNumber
test_database#bakery_1#receipts.csv,CustomerId,test_database#bakery_1#customers.csv,Id
test_database#baseball_1#all_star.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#appearances.csv,team_id,test_database#baseball_1#team.csv,team_id
test_database#baseball_1#appearances.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#manager_award.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#player_award.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#player_award_vote.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#batting.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#batting_postseason.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#batting_postseason.csv,team_id,test_database#baseball_1#team.csv,team_id
test_database#baseball_1#player_college.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#player_college.csv,college_id,test_database#baseball_1#college.csv,college_id
test_database#baseball_1#fielding.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#fielding_outfield.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#fielding_postseason.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#fielding_postseason.csv,team_id,test_database#baseball_1#player.csv,team_id
test_database#baseball_1#hall_of_fame.csv,player_id,test_database#baseball_1#player.csv,player_id
test_database#baseball_1#home_game.csv,team_id,test_database#baseball_1#team.csv,team_id
test_database#baseball_1#home_game.csv,park_id,test_database#baseball_1#park.csv,park_id
test_database#baseball_1#manager.csv,team_id,test_database#baseball_1#team.csv,team_id
test_database#baseball_1#manager_half.csv,team_id,test_database#baseball_1#team.csv,team_id
test_database#battle_death#ship.csv,lost_in_battle,test_database#battle_death#battle.csv,id
test_database#battle_death#death.csv,caused_by_ship_id,test_database#battle_death#ship.csv,id
test_database#bbc_channels#program.csv,Director_ID,test_database#bbc_channels#director.csv,Director_ID
test_database#bbc_channels#program.csv,Channel_ID,test_database#bbc_channels#channel.csv,Channel_ID
test_database#bbc_channels#director_admin.csv,Director_ID,test_database#bbc_channels#director.csv,Director_ID
test_database#bbc_channels#director_admin.csv,Channel_ID,test_database#bbc_channels#channel.csv,Channel_ID
test_database#behavior_monitoring#Students.csv,address_id,test_database#behavior_monitoring#Addresses.csv,address_id
test_database#behavior_monitoring#Teachers.csv,address_id,test_database#behavior_monitoring#Addresses.csv,address_id
test_database#behavior_monitoring#Assessment_Notes.csv,student_id,test_database#behavior_monitoring#Students.csv,student_id
test_database#behavior_monitoring#Assessment_Notes.csv,teacher_id,test_database#behavior_monitoring#Teachers.csv,teacher_id
test_database#behavior_monitoring#Behavior_Incident.csv,incident_type_code,test_database#behavior_monitoring#Ref_Incident_Type.csv,incident_type_code
test_database#behavior_monitoring#Behavior_Incident.csv,student_id,test_database#behavior_monitoring#Students.csv,student_id
test_database#behavior_monitoring#Detention.csv,detention_type_code,test_database#behavior_monitoring#Ref_Detention_Type.csv,detention_type_code
test_database#behavior_monitoring#Detention.csv,teacher_id,test_database#behavior_monitoring#Teachers.csv,teacher_id
test_database#behavior_monitoring#Student_Addresses.csv,address_id,test_database#behavior_monitoring#Addresses.csv,address_id
test_database#behavior_monitoring#Student_Addresses.csv,student_id,test_database#behavior_monitoring#Students.csv,student_id
test_database#behavior_monitoring#Students_in_Detention.csv,incident_id,test_database#behavior_monitoring#Behavior_Incident.csv,incident_id
test_database#behavior_monitoring#Students_in_Detention.csv,detention_id,test_database#behavior_monitoring#Detention.csv,detention_id
test_database#behavior_monitoring#Students_in_Detention.csv,student_id,test_database#behavior_monitoring#Students.csv,student_id
test_database#bike_1#status.csv,station_id,test_database#bike_1#station.csv,id
test_database#bike_racing#weather.csv,cyclist_id,test_database#bike_racing#cyclist.csv,id
test_database#bike_racing#weather.csv,bike_id,test_database#bike_racing#bike.csv,id
test_database#boat_1#Reserves.csv,sid,test_database#boat_1#Sailors.csv,sid
test_database#boat_1#Reserves.csv,bid,test_database#boat_1#Boats.csv,bid
test_database#body_builder#body_builder.csv,People_ID,test_database#body_builder#people.csv,People_ID
test_database#book_1#Author_Book.csv,ISBN,test_database#book_1#Book.csv,ISBN
test_database#book_1#Author_Book.csv,Author,test_database#book_1#Author.csv,idAuthorA
test_database#book_1#Books_Order.csv,ISBN,test_database#book_1#Book.csv,ISBN
test_database#book_1#Books_Order.csv,IdOrder,test_database#book_1#Orders.csv,IdOrder
test_database#book_2#publication.csv,Book_ID,test_database#book_2#book.csv,Book_ID
test_database#book_press#book.csv,Author_ID,test_database#book_press#author.csv,Author_ID
test_database#book_press#book.csv,Press_ID,test_database#book_press#press.csv,Press_ID
test_database#book_review#review.csv,Book_ID,test_database#book_review#book.csv,Book_ID
test_database#browser_web#accelerator_compatible_browser.csv,accelerator_id,test_database#browser_web#Web_client_accelerator.csv,id
test_database#browser_web#accelerator_compatible_browser.csv,browser_id,test_database#browser_web#browser.csv,id
test_database#candidate_poll#candidate.csv,People_ID,test_database#candidate_poll#people.csv,People_ID
test_database#car_1#countries.csv,Continent,test_database#car_1#continents.csv,ContId
test_database#car_1#car_makers.csv,Country,test_database#car_1#countries.csv,CountryId
test_database#car_1#model_list.csv,Maker,test_database#car_1#car_makers.csv,Id
test_database#car_1#car_names.csv,Model,test_database#car_1#model_list.csv,Model
test_database#car_1#cars_data.csv,Id,test_database#car_1#car_names.csv,MakeId
test_database#car_racing#driver.csv,Country,test_database#car_racing#country.csv,Country_ID
test_database#car_racing#team_driver.csv,Team_ID,test_database#car_racing#team.csv,Team_ID
test_database#car_racing#team_driver.csv,Driver_ID,test_database#car_racing#driver.csv,Driver_ID
test_database#car_road_race#race.csv,Driver_ID,test_database#car_road_race#driver.csv,Driver_ID
test_database#cinema#schedule.csv,Film_ID,test_database#cinema#film.csv,Film_ID
test_database#cinema#schedule.csv,Cinema_ID,test_database#cinema#cinema.csv,Cinema_ID
test_database#city_record#temperature.csv,City_ID,test_database#city_record#city.csv,City_ID
test_database#city_record#hosting_city.csv,Host_City,test_database#city_record#city.csv,City_ID
test_database#city_record#hosting_city.csv,Match_ID,test_database#city_record#match.csv,Match_ID
test_database#climbing#climber.csv,Mountain_ID,test_database#climbing#mountain.csv,Mountain_ID
test_database#club_1#Member_of_club.csv,StuID,test_database#club_1#Student.csv,StuID
test_database#club_1#Member_of_club.csv,ClubID,test_database#club_1#Club.csv,ClubID
test_database#club_leader#club_leader.csv,Club_ID,test_database#club_leader#club.csv,Club_ID
test_database#club_leader#club_leader.csv,Member_ID,test_database#club_leader#member.csv,Member_ID
test_database#coffee_shop#happy_hour.csv,Shop_ID,test_database#coffee_shop#shop.csv,Shop_ID
test_database#coffee_shop#happy_hour_member.csv,Member_ID,test_database#coffee_shop#member.csv,Member_ID
test_database#college_1#CLASS.csv,CRS_CODE,test_database#college_1#COURSE.csv,CRS_CODE
test_database#college_1#CLASS.csv,PROF_NUM,test_database#college_1#EMPLOYEE.csv,EMP_NUM
test_database#college_1#COURSE.csv,DEPT_CODE,test_database#college_1#DEPARTMENT.csv,DEPT_CODE
test_database#college_1#DEPARTMENT.csv,EMP_NUM,test_database#college_1#EMPLOYEE.csv,EMP_NUM
test_database#college_1#ENROLL.csv,CLASS_CODE,test_database#college_1#CLASS.csv,CLASS_CODE
test_database#college_1#ENROLL.csv,STU_NUM,test_database#college_1#STUDENT.csv,STU_NUM
test_database#college_1#PROFESSOR.csv,EMP_NUM,test_database#college_1#EMPLOYEE.csv,EMP_NUM
test_database#college_1#PROFESSOR.csv,DEPT_CODE,test_database#college_1#DEPARTMENT.csv,DEPT_CODE
test_database#college_1#STUDENT.csv,DEPT_CODE,test_database#college_1#DEPARTMENT.csv,DEPT_CODE
test_database#college_2#instructor.csv,dept_name,test_database#college_2#department.csv,dept_name
test_database#college_2#section.csv,course_id,test_database#college_2#course.csv,course_id
test_database#college_2#teaches.csv,ID,test_database#college_2#instructor.csv,ID
test_database#college_2#student.csv,dept_name,test_database#college_2#department.csv,dept_name
test_database#college_2#takes.csv,ID,test_database#college_2#student.csv,ID
test_database#college_2#advisor.csv,i_ID,test_database#college_2#instructor.csv,ID
test_database#college_2#advisor.csv,s_ID,test_database#college_2#student.csv,ID
test_database#college_2#prereq.csv,course_id,test_database#college_2#course.csv,course_id
test_database#college_2#prereq.csv,prereq_id,test_database#college_2#course.csv,course_id
test_database#college_3#Member_of.csv,FacID,test_database#college_3#Faculty.csv,FacID
test_database#college_3#Member_of.csv,DNO,test_database#college_3#Department.csv,DNO
test_database#college_3#Course.csv,Instructor,test_database#college_3#Faculty.csv,FacID
test_database#college_3#Course.csv,DNO,test_database#college_3#Department.csv,DNO
test_database#college_3#Minor_in.csv,StuID,test_database#college_3#Student.csv,StuID
test_database#college_3#Minor_in.csv,DNO,test_database#college_3#Department.csv,DNO
test_database#college_3#Enrolled_in.csv,StuID,test_database#college_3#Student.csv,StuID
test_database#college_3#Enrolled_in.csv,CID,test_database#college_3#Course.csv,CID
test_database#college_3#Enrolled_in.csv,Grade,test_database#college_3#Gradeconversion.csv,lettergrade
test_database#company_employee#employment.csv,Company_ID,test_database#company_employee#company.csv,Company_ID
test_database#company_employee#employment.csv,People_ID,test_database#company_employee#people.csv,People_ID
test_database#company_office#Office_locations.csv,building_id,test_database#company_office#buildings.csv,id
