query_table,candidate_table,query_column,candidate_column,joinable_level,column_joinable
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027353__2.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027353__2.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354__6.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027346__14.csv,CAN_CSV0000000000027353__2.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,UnitTissueWeight,UnitTissueWeight,4,NO
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,UnitTissueWeight,UnitTissueWeight,4,NO
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,SamplingAgency,SamplingAgency,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,WeightAvg(g),WeightAvg(g),4,NO
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,DigestExtractMethod,DigestExtractMethod,4,NO
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,DigestExtractMethod,DigestExtractMethod,4,NO
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,TLAvgLength(mm),TLAvgLength(mm),4,NO
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,AnalyzingAgency,AnalyzingAgency,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,AnalyzingAgency,AnalyzingAgency,4,YES
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,ProgramName,ProgramName,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,ProgramName,ProgramName,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,StationCode,StationCode,4,YES
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,StationCode,StationCode,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,StationCode,StationCode,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,SampleDate,SampleDate,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,HomogonizedDate,HomogonizedDate,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,HomogonizedDate,HomogonizedDate,4,YES
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,LabSubmissionCode,LabSubmissionCode,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,LabSubmissionCode,LabSubmissionCode,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,OrganismID,OrganismID,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,OrganismID,OrganismID,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,TissueResultRowID,TissueResultRowID,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,SubmittingAgency,SubmittingAgency,4,YES
USA_CSV0000000000035331__20.csv,USA_CSV0000000000035331__9.csv,OrganismWeight,OrganismWeight,4,NO
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,CompositeSampleDate,CompositeSampleDate,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,CompositeSampleDate,CompositeSampleDate,4,YES
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,AnalysisDate,AnalysisDate,4,YES
USA_CSV0000000000035331__30.csv,USA_CSV0000000000035331__9.csv,UnitLengthFish,UnitLengthFish,4,NO
USA_CSV0000000000035331__11.csv,USA_CSV0000000000035331__9.csv,UnitLengthFish,UnitLengthFish,4,NO
USA_CSV0000000000035331__9.csv,USA_CSV0000000000037132__2.csv,DilutionFactor,DilutionFactor,4,NO
USA_CSV0000000000035554__13.csv,USA_CSV0000000000035554__15.csv,ETHNICITY1,ETHNICITY1,4,YES
USA_CSV0000000000035554__13.csv,USA_CSV0000000000035554__15.csv,EDUCATION2,EDUCATION2,4,YES
USA_CSV0000000000035554__13.csv,USA_CSV0000000000035554__16.csv,EDUCATION2,EDUCATION2,4,YES
USA_CSV0000000000035554__13.csv,USA_CSV0000000000035554__15.csv,EDUCATION3,EDUCATION3,4,YES
USA_CSV0000000000035554__13.csv,USA_CSV0000000000035554__16.csv,EDUCATION3,EDUCATION3,4,YES
CAN_CSV0000000000001909__8.csv,CAN_CSV0000000000001960__0.csv,award_date,award_date,4,YES
CAN_CSV0000000000001909__5.csv,CAN_CSV0000000000001960__0.csv,contract-value,contract-value,4,NO
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001960__0.csv,contract-value,contract-value,4,NO
CAN_CSV0000000000001909__8.csv,CAN_CSV0000000000001960__0.csv,end-user-entity_en,end-user-entity_en,4,YES
CAN_CSV0000000000001909__15.csv,CAN_CSV0000000000001960__0.csv,end-user-entity_en,end-user-entity_en,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027355__11.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027355__11.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027346__12.csv,CAN_CSV0000000000027355__11.csv,PRSNT_WX_1,PRSNT_WX_1,4,YES
CAN_CSV0000000000027346__14.csv,CAN_CSV0000000000027355__11.csv,PRSNT_WX_1,PRSNT_WX_1,4,YES
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,PRSNT_WX_1,PRSNT_WX_1,4,YES
CAN_CSV0000000000027354__6.csv,CAN_CSV0000000000027355__11.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027346__14.csv,CAN_CSV0000000000027355__11.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,MIN_AIR_TEMP_PST1HR,MIN_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027355__11.csv,PCPN_AMT_PST1MT,PCPN_AMT_PST1MT,4,NO
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027355__11.csv,PCPN_AMT_PST1MT,PCPN_AMT_PST1MT,4,NO
CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027355__11.csv,PCPN_AMT_PST1MT,PCPN_AMT_PST1MT,4,NO
CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027355__11.csv,PCPN_AMT_PST1MT,PCPN_AMT_PST1MT,4,NO
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027355__11.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027355__11.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355__11.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000001487__34.csv,CAN_CSV0000000000027355__11.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027355__11.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027355__11.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027355__11.csv,AVG_AIR_TEMP_PST1MT,AVG_AIR_TEMP_PST1MT,4,NO
CAN_CSV0000000000001780__1.csv,CAN_CSV0000000000001780__17.csv,4B16P Shedin Creek,4B16P Shedin Creek,4,NO
CAN_CSV0000000000001780__17.csv,CAN_CSV0000000000001780__4.csv,4B16P Shedin Creek,4B16P Shedin Creek,4,NO
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001909__5.csv,contract-value,contract-value,4,NO
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001909__8.csv,award_date,award_date,4,YES
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001909__5.csv,award_date,award_date,4,YES
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001909__5.csv,date-file-published,date-file-published,4,YES
CAN_CSV0000000000001909__4.csv,CAN_CSV0000000000001960__0.csv,date-file-published,date-file-published,4,YES
CAN_CSV0000000000001724__8.csv,CAN_CSV0000000000001797__13.csv,Province/Canada,Province/Canada,4,YES
CAN_CSV0000000000001797__13.csv,CAN_CSV0000000000001797__5.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__45.csv,CAN_CSV0000000000001797__13.csv,RentLocation,RentLocation,4,YES
USA_CSV0000000000036154__19.csv,USA_CSV0000000000036154__21.csv,APLCTN_RCVD_DT,APLCTN_RCVD_DT,4,YES
USA_CSV0000000000036154__21.csv,USA_CSV0000000000037169__7.csv,APLCTN_RCVD_DT,APLCTN_RCVD_DT,4,YES
USA_CSV0000000000036154__19.csv,USA_CSV0000000000036154__21.csv,STATE_RGN_CD,STATE_RGN_CD,4,YES
USA_CSV0000000000036154__14.csv,USA_CSV0000000000036154__21.csv,TRMNTN_EXPRTN_DT,TRMNTN_EXPRTN_DT,4,YES
CAN_CSV0000000000001470__14.csv,CAN_CSV0000000000001470__3.csv,Année / Year,Année / Year,4,YES
CAN_CSV0000000000001470__0.csv,CAN_CSV0000000000001470__14.csv,Année / Year,Année / Year,4,YES
CAN_CSV0000000000001470__14.csv,CAN_CSV0000000000001470__3.csv,ID INRP / NPRI ID,ID INRP / NPRI ID,4,YES
CAN_CSV0000000000001470__0.csv,CAN_CSV0000000000001470__14.csv,ID INRP / NPRI ID,ID INRP / NPRI ID,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,VERT_ALIGN,VERT_ALIGN,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,VERT_ALIGN,VERT_ALIGN,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,VERT_ALIGN,VERT_ALIGN,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,ROUTE_QUALIFIER,ROUTE_QUALIFIER,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,SECTION_ID,SECTION_ID,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__14.csv,SHOULDER_TYPE,SHOULDER_TYPE,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__20.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,PEAK_LANES,PEAK_LANES,4,NO
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,PEAK_CAPACITY,PEAK_CAPACITY,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,ACCESS_CONTROL,ACCESS_CONTROL,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,ACCESS_CONTROL,ACCESS_CONTROL,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__27.csv,AVG_SINGLE_UNIT,AVG_SINGLE_UNIT,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT,4,NO
USA_CSV0000000000033847__17.csv,USA_CSV0000000000034882__14.csv,PERC_SINGLE_UNIT,PERC_SINGLE_UNIT,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,IS_GROUPED,IS_GROUPED,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,IS_GROUPED,IS_GROUPED,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__20.csv,TRUCK_ROUTE,TRUCK_ROUTE,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,TRUCK_ROUTE,TRUCK_ROUTE,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__22.csv,TYPE_SIGNAL,TYPE_SIGNAL,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,URBAN_CODE,URBAN_CODE,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,URBAN_CODE,URBAN_CODE,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,SHOULDER_WIDTH_L,SHOULDER_WIDTH_L,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,PAVEMENT_TYPE,PAVEMENT_TYPE,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__3.csv,MEDIAN_TYPE,MEDIAN_TYPE,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__14.csv,PERC_COMBINATION,PERC_COMBINATION,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__22.csv,PERC_COMBINATION,PERC_COMBINATION,4,NO
USA_CSV0000000000033847__4.csv,USA_CSV0000000000034882__14.csv,PERC_COMBINATION,PERC_COMBINATION,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000034882__26.csv,UNBUILT_FACILITY,UNBUILT_FACILITY,4,NO
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__0.csv,AIR_TEMP_12HRS_AGO,AIR_TEMP_12HRS_AGO,4,NO
CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027354__2.csv,AIR_TEMP_12HRS_AGO,AIR_TEMP_12HRS_AGO,4,NO
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027354__0.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354__0.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027355__11.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027354__0.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027354__0.csv,MAX_AIR_TEMP_PST1HR,MAX_AIR_TEMP_PST1HR,4,NO
CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027355__11.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354__0.csv,DATA_PAYLOAD_URI,DATA_PAYLOAD_URI,4,YES
CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027354__2.csv,AVG_STN_PRES_PST1MT,AVG_STN_PRES_PST1MT,4,NO
CAN_CSV0000000000027346__14.csv,CAN_CSV0000000000027354__0.csv,AVG_STN_PRES_PST1MT,AVG_STN_PRES_PST1MT,4,NO
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354__0.csv,AVG_STN_PRES_PST1MT,AVG_STN_PRES_PST1MT,4,NO
CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__34.csv,CAN_CSV0000000000027354__0.csv,AVG_MSLP_PST1MT,AVG_MSLP_PST1MT,4,NO
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__0.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027354__0.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027354__0.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027355__11.csv,CLD_AMT_CODE_1,CLD_AMT_CODE_1,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__8.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__13.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__9.csv,Pre-Op Q Activity,Pre-Op Q Activity,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__2.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__9.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__9.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__8.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__30.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__5.csv,Depression,Depression,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__13.csv,Pre-Op Q Self-Care,Pre-Op Q Self-Care,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Self-Care,Pre-Op Q Self-Care,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__31.csv,Pre-Op Q Self-Care,Pre-Op Q Self-Care,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__1.csv,Pre-Op Q Self-Care,Pre-Op Q Self-Care,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q Self-Care,Pre-Op Q Self-Care,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,Post-Op Q Activity,Post-Op Q Activity,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__2.csv,Post-Op Q Activity,Post-Op Q Activity,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__9.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__34.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__8.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__30.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000006676__5.csv,Pre-Op Q Disability,Pre-Op Q Disability,4,YES
UK_CSV0000000000002010__21.csv,UK_CSV0000000000002010__30.csv,Nervous System,Nervous System,4,YES
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__9.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__8.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010__30.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__31.csv,Liver Disease,Liver Disease,4,NO
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__16.csv,Pre-Op Q Mobility,Pre-Op Q Mobility,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q Mobility,Pre-Op Q Mobility,4,YES
UK_CSV0000000000002010__9.csv,UK_CSV0000000000003896__16.csv,Pre-Op Q Mobility,Pre-Op Q Mobility,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__34.csv,Pre-Op Q Mobility,Pre-Op Q Mobility,4,YES
UK_CSV0000000000002010__8.csv,UK_CSV0000000000003896__16.csv,Pre-Op Q Mobility,Pre-Op Q Mobility,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS,4,YES
UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__16.csv,Pre-Op Q EQ VAS,Pre-Op Q EQ VAS,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__16.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__3.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__2.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000007396__13.csv,Pre-Op Q EQ5D Index,Pre-Op Q EQ5D Index,4,YES
UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__16.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__34.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000007396__13.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Self-Care,Post-Op Q Self-Care,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__2.csv,Post-Op Q Self-Care,Post-Op Q Self-Care,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__3.csv,Post-Op Q Self-Care,Post-Op Q Self-Care,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Bleeding,Post-Op Q Bleeding,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__2.csv,Post-Op Q Bleeding,Post-Op Q Bleeding,4,YES
UK_CSV0000000000002010__21.csv,UK_CSV0000000000003896__16.csv,Post-Op Q Bleeding,Post-Op Q Bleeding,4,YES
UK_CSV0000000000003896__16.csv,UK_CSV0000000000006676__9.csv,Post-Op Q Bleeding,Post-Op Q Bleeding,4,YES
CAN_CSV0000000000001787__10.csv,CAN_CSV0000000000001797__5.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__45.csv,CAN_CSV0000000000001787__10.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000027355__22.csv,CEILOMTR_ELEV,CEILOMTR_ELEV,4,NO
